"OIDD_ID","NCGC_ID","PUBCHEM_SID","TRIVIAL_NAME","SMILES","PUBCHEM_CID"
"2351149446","NCGC00183276-01","144206491","Hydrocortisone buteprate","CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)COC(=O)CC","636398"
"2351149305","NCGC00181760-01","144206494","Lobenzarit sodium","c1ccc(c(c1)C(=O)[O-])Nc2cc(ccc2C(=O)[O-])Cl.[Na+].[Na+]","47462"
"2351149598","NCGC00181761-01","144206496","Lysozyme hydrochloride","",""
"2351149223","NCGC00181764-01","144206503","Polaprezinc","c1c([nH]cn1)C[C@H]2C(=O)O[Zn]N2C(=O)CCN","51051629"
"2351143185","NCGC00182025-01","144206504","Dipotassium glycerophosphate","C(C(COP(=O)([O-])[O-])O)O.[K+].[K+]","80278"
"2351149449","NCGC00182030-01","144206509","Sulbenicillin disodium","CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)S(=O)(=O)[O-])C(=O)[O-])C.[Na+].[Na+]","45357485"
"2351143264","NCGC00182034-01","144206513","Teprenone","CC(=CCC/C(=C/CC/C(=C/CCC(=CCCC(=O)C)C)/C)/C)C","53384398"
"2351149595","NCGC00183103-01","144206517","Tocophersolan","Cc1c(c(c(c2c1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)CCC(=O)OCCO)C","9938056"
"2351245424","NCGC00183108-01","144206602","Propamidine","c1cc(ccc1C(=N)N)OCCCOc2ccc(cc2)C(=N)N","64949"
"2351143293","NCGC00182551-01","144206631","Cythioate","COP(=S)(OC)Oc1ccc(cc1)S(=O)(=O)N","8293"
"2351143300","NCGC00181916-01","144206640","Sulfaethoxypyridazine","CCOc1ccc(nn1)NS(=O)(=O)c2ccc(cc2)N","13755"
"2351245613","NCGC00181917-01","144206652","Carbenicillin indanyl","CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(c3ccccc3)C(=O)Oc4ccc5c(c4)CCC5)C(=O)O)C","93184"
"2351245616","NCGC00249415-01","144206751","Fabesetron","Cc1c2ccccc2n3c1CC[C@@H](C3=O)Cc4c([nH]cn4)C","208947"
"2351245618","NCGC00249416-01","144206753","Oberadilol","CC1CC(=O)NN=C1c2ccc(cc2)NCC(C)(C)NCC(COc3cc(ccc3C#N)Cl)O","3047798"
"2351149354","NCGC00160622-04","144206758","D-delta-Tocopherol","Cc1cc(cc2c1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O","92094"
"2351149284","NCGC00181912-01","144206800","Iomazenil","CCOC(=O)c1c2n(cn1)-c3cccc(c3C(=O)N(C2)C)I","10251042"
"2351149299","NCGC00183005-01","144206802","Zanapezil fumerate","c1ccc(cc1)CN2CCC(CC2)CCC(=O)c3ccc4c(c3)NCCCC4.C(=C/C(=O)O)\C(=O)O","5282215"
"2351149267","NCGC00183003-01","144206803","Depolipon","CCCCNc1ccc(cc1)C(=O)OCC[NH+](CC)CC.[Cl-]","27891"
"2351149238","NCGC00182704-02","144206804","Luliconazole","c1cc(c(cc1Cl)Cl)[C@@H]2CS/C(=C(/C#N)\n3ccnc3)/S2","3003141"
"2351149842","NCGC00183856-01","144206805","Phenyl 11-iodo-10-undecynoate","c1ccc(cc1)OC(=O)CCCCCCCCC#CI","4783"
"2351149245","NCGC00183829-01","144206806","Minodronic acid","c1ccn2c(c1)ncc2CC(O)(P(=O)(O)O)P(=O)(O)O","130956"
"2351149233","NCGC00182994-01","144206808","Anacolin","C[N+]1(CCCCC1)CC2COC(O2)(c3ccccc3)c4ccccc4.[I-]","210301"
"2351149283","NCGC00183025-01","144206809","Biliscopin","c1c(c(c(c(c1I)NC(=O)COCCOCCOCC(=O)Nc2c(cc(c(c2I)C(=O)O)I)I)I)C(=O)O)I","3740"
"2351149819","NCGC00183833-01","144206811","Bimosiamose","c1cc(cc(c1)c2cc(ccc2O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CCCCCCc4ccc(c(c4)c5cccc(c5)CC(=O)O)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)CC(=O)O","9811353"
"2351149279","NCGC00183009-01","144206813","Pranazepide","c1ccc2c(c1)cc([nH]2)C(=O)N[C@@H]3C(=O)N4CCc5c4c(ccc5)C(=N3)c6ccccc6F","132916"
"2351149269","NCGC00183019-01","144206815","Egualen sodium","CCc1cc(c-2cc(cccc12)C(C)C)S(=O)(=O)[O-].[Na+]","23663963"
"2351149288","NCGC00182993-01","144206816","Betiatide","c1ccc(cc1)C(=O)SCC(=O)NCC(=O)NCC(=O)NCC(=O)O","185457"
"2351149813","NCGC00182986-01","144206817","Acetylpheneturide","CCC(c1ccccc1)C(=O)NC(=O)NC(=O)C","1999"
"2351149607","NCGC00183858-01","144206818","Blonanserin","CCN1CCN(CC1)c2cc(c3c(n2)CCCCCC3)c4ccc(cc4)F","125564"
"2351149274","NCGC00183850-01","144206820","{4-[4-(Acetylamino)-2-oxopyrimidin-1(2H)-yl]-1,3-dioxolan-2-yl}methyl benzoate","CC(=O)Nc1ccn(c(=O)n1)C2COC(O2)COC(=O)c3ccccc3","10133071"
"2351149814","NCGC00183026-01","144206821","Dicethiamine hydrochloride","CCOC(=O)OCC/C(=C(\C)/N(Cc1cnc(nc1N)C)C=O)/SC(=O)OCC.Cl","3035267"
"2351149247","NCGC00183835-01","144206822","Cloforex","CCOC(=O)NC(C)(C)Cc1ccc(cc1)Cl","26602"
"2351149833","NCGC00183010-01","144206823","Pelubiprofen","CC(c1ccc(cc1)/C=C/2\CCCCC2=O)C(=O)O","5282203"
"2351149282","NCGC00183007-01","144206824","Risarestat","CCCCCOc1ccc(cc1OCC)C2C(=O)NC(=O)S2","133264"
"2351149278","NCGC00183852-01","144206825","Diponium bromide","CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C2CCCC2.[Br-]","71809"
"2351149840","NCGC00183020-01","144206826","Minopafant","CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(CC1)C(=O)OC[C@H](COC(=O)N(Cc2cccc[n+]2CC)C(=O)c3ccccc3OC)OC.[Cl-]","130990"
"2351149846","NCGC00183836-01","144206827","Emiglitate","CCOC(=O)c1ccc(cc1)OCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O","72004"
"2351149838","NCGC00182995-01","144206828","Etomidoline","CCN1C(c2ccccc2C1=O)Nc3ccc(cc3)OCCN4CCCCC4","3309"
"2351149286","NCGC00182983-01","144206829","Fezatione","Cc1ccc(cc1)/C=N/n2c(csc2=S)c3ccccc3","9568078"
"2351149265","NCGC00183845-01","144206830","Pibutidine","c1cnc(cc1CN2CCCCC2)OC/C=C\CNc3c(c(=O)c3=O)N","5282450"
"2351149251","NCGC00183011-01","144206831","Itasetron","CN1[C@@H]2CC[C@H]1C[C@H](C2)NC(=O)n3c4ccccc4[nH]c3=O","6918106"
"2351149253","NCGC00182996-01","144206832","Pamicogrel","CCOC(=O)Cn1cccc1c2nc(c(s2)c3ccc(cc3)OC)c4ccc(cc4)OC","65870"
"2351149826","NCGC00182987-01","144206833","Esonarimod","Cc1ccc(cc1)C(=O)CC(CSC(=O)C)C(=O)O","127998"
"2351149807","NCGC00182982-01","144206834","Dalcotidine","CCNC(=O)NCCCOc1cccc(c1)CN2CCCCC2","129319"
"2351149612","NCGC00183004-01","144206835","Alilusem potassium","Cc1ccccc1C(=O)N2CC/C(=N\OS(=O)(=O)[O-])/c3c2cc(cc3)Cl.[K+]","23684123"
"2351149613","NCGC00183851-01","144206836","Mebanazine","CC(c1ccccc1)NN.OS(=O)(=O)O","60196350"
"2351149835","NCGC00182997-01","144206837","Melinamide","CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)c1ccccc1","20054967"
"2351149261","NCGC00183842-01","144206838","Meluadrine","CC(C)(C)NC[C@@H](c1ccc(cc1Cl)O)O","3045414"
"2351149608","NCGC00183830-01","144206840","Lemildipine","CC1=C(C(C(=C(N1)COC(=O)N)C(=O)OC(C)C)c2cccc(c2Cl)Cl)C(=O)OC","65953"
"2351149832","NCGC00183012-01","144206843","Penflutizide","CCCCCC1Nc2cc(c(cc2S(=O)(=O)N1)S(=O)(=O)N)C(F)(F)F","4726"
"2351149290","NCGC00183013-01","144206845","Doranidazole","c1cn(c(n1)[N+](=O)[O-])CO[C@@H](CO)[C@@H](CO)O","164486"
"2351149287","NCGC00183859-01","144206846","Prifinium bromide","CC[N+]1(CCC(=C(c2ccccc2)c3ccccc3)C1C)CC.[Br-]","20749"
"2351149268","NCGC00183014-01","144206847","Sulfamethomidine","Cc1nc(cc(n1)OC)NS(=O)(=O)c2ccc(cc2)N","19596"
"2351149281","NCGC00183015-01","144206848","Temoporfin","c1cc(cc(c1)O)c2/c3ccc([nH]3)/c(c/4\nc(/c(c\5/cc/c(/[nH]5)c(/c6n\c2\CC6)\c7cccc(c7)O)/c8cccc(c8)O)C=C4)/c9cccc(c9)O","60751"
"2351149258","NCGC00182984-01","144206849","Tolindate","Cc1cccc(c1)N(C)C(=S)Oc2ccc3c(c2)CCC3","34051"
"2351149294","NCGC00182988-01","144206850","Acreozast","CC(=O)OCC(=O)Nc1cc(cc(c1Cl)NC(=O)COC(=O)C)C#N","129991"
"2351149841","NCGC00183008-01","144206851","Israpafant","Cc1nnc2n1-c3c(cc(s3)CCc4ccc(cc4)CC(C)C)C(=NC2C)c5ccccc5Cl","119175"
"2351149254","NCGC00183049-01","144206852","Zelandopam","c1cc(c(cc1[C@H]2CNCc3c2ccc(c3O)O)O)O.Cl","60196351"
"2351149234","NCGC00183016-01","144206853","Cefteram","Cc1nnn(n1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N/OC)/c4csc(n4)N)SC2)C(=O)O","5464257"
"2351149271","NCGC00182989-01","144206854","Glyclopyramide","c1cc(ccc1S(=O)(=O)NC(=O)NN2CCCC2)Cl","71793"
"2351149252","NCGC00183839-01","144206855","Rapacuronium bromide","CCC(=O)O[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@H](C4)OC(=O)C)N5CCCCC5)C)C)[N+]6(CCCCC6)CC=C.[Br-]","5311398"
"2351149285","NCGC00183857-01","144206857","Temafloxacin","CC1CN(CCN1)c2cc3c(cc2F)c(=O)c(cn3c4ccc(cc4F)F)C(=O)O","60021"
"2351149837","NCGC00183027-01","144206858","Propanidid","CCCOC(=O)Cc1ccc(c(c1)OC)OCC(=O)N(CC)CC","15004"
"2351149289","NCGC00183023-01","144206859","Nitrefazole","Cc1nc(cn1c2ccc(cc2)[N+](=O)[O-])[N+](=O)[O-]","71900"
"2351149277","NCGC00183863-01","144206860","Clometacine","Cc1c(c2ccc(cc2n1CC(=O)O)OC)C(=O)c3ccc(cc3)Cl","33176"
"2351149273","NCGC00183021-01","144206861","Pifoxime","C/C(=N\O)/c1ccc(cc1)OCC(=O)N2CCCCC2","9570475"
"2351149240","NCGC00183022-01","144206862","4'-Piperidinylcarbonylmethoxyacetophenone","CC(=O)c1ccc(cc1)OCC(=O)N2CCCCC2","35751"
"2351149257","NCGC00183855-01","144206863","Fenclofenac","c1ccc(c(c1)CC(=O)O)Oc2ccc(cc2Cl)Cl","65394"
"2351149839","NCGC00183843-01","144206864","Amineptine","c1ccc2c(c1)CCc3ccccc3C2NCCCCCCC(=O)O","34870"
"2351149266","NCGC00183849-01","144206866","Flosequinan","Cn1cc(c(=O)c2c1cc(cc2)F)S(=O)C","4474062"
"2351149270","NCGC00183862-01","144206867","Tolrestat","CN(CC(=O)O)C(=S)c1cccc2c1ccc(c2C(F)(F)F)OC","53359"
"2351149227","NCGC00183847-01","144206868","Thenalidine","CN1CCC(CC1)N(Cc2cccs2)c3ccccc3","27901"
"2351149845","NCGC00182990-01","144206869","Tandospirone","c1cnc(nc1)N2CCN(CC2)CCCCN3C(=O)[C@H]4[C@@H]5CC[C@@H](C5)[C@H]4C3=O","91273"
"2351149239","NCGC00183828-01","144206870","Phenoxypropazine","CC(COc1ccccc1)NN","71467"
"2351149820","NCGC00183841-01","144206871","Amoproxan","CC(C)CCOCC(CN1CCOCC1)OC(=O)c2cc(c(c(c2)OC)OC)OC","31473"
"2351149292","NCGC00182998-01","144206872","Bisoxatin acetate","CC(=O)Oc1ccc(cc1)C2(C(=O)Nc3ccccc3O2)c4ccc(cc4)OC(=O)C","26391"
"2351149259","NCGC00182991-01","144206873","Glybuzole","CC(C)(C)c1nnc(s1)NS(=O)(=O)c2ccccc2","3489"
"2351149260","NCGC00183002-01","144206874","Safrazine hydrochloride","CC(CCc1ccc2c(c1)OCO2)NN.Cl","636399"
"2351149848","NCGC00183861-01","144206875","Octanoic acid, 2-propyl-, (2R)-","CCCCCC[C@@H](CCC)C(=O)O","208925"
"2351149834","NCGC00183024-01","144206876","Proglumetacin","CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CC1)CCOC(=O)Cc2c(n(c3c2cc(cc3)OC)C(=O)c4ccc(cc4)Cl)C)NC(=O)c5ccccc5","4921"
"2351149843","NCGC00183017-01","144206877","Ethyl 4-nitrophenyl ethylphosphonate","CCOP(=O)(CC)Oc1ccc(cc1)[N+](=O)[O-]","66067"
"2351149231","NCGC00183860-01","144206878","Mefruside","CC1(CCCO1)CN(C)S(=O)(=O)c2ccc(c(c2)S(=O)(=O)N)Cl","4047"
"2351149844","NCGC00182999-01","144206879","Flomoxef","CO[C@]1([C@H]2N(C1=O)C(=C(CO2)CSc3nnnn3CCO)C(=O)O)NC(=O)CSC(F)F","20056549"
"2351149246","NCGC00183853-01","144206880","Mosapramine","c1ccc2c(c1)CCc3ccc(cc3N2CCCN4CCC5(CC4)C(=O)NC6N5CCCC6)Cl","4257"
"2351149293","NCGC00182985-01","144206882","Trolnitrate","C(CO[N+](=O)[O-])N(CCO[N+](=O)[O-])CCO[N+](=O)[O-]","11499"
"2351149232","NCGC00183831-01","144206883","Aceglatone","CC(=O)O[C@@H]1[C@H]2[C@H]([C@@H](C(=O)O2)OC(=O)C)OC1=O","688576"
"2351149836","NCGC00181913-02","144206884","Difeterol","CC(C(c1ccccc1)O)N(C)CCOC(c2ccccc2)c3ccccc3","208836"
"2351149272","NCGC00181909-01","144206885","Sulcaine","CCOC(=O)c1ccc(cc1)NC(=O)CN2CCCCC2","3300"
"2351149827","NCGC00181910-01","144206886","N,N-Dimethyl-2-(2-phenylacetamido)acetamide","CN(C)C(=O)CNC(=O)Cc1ccccc1","32995"
"2351149264","NCGC00181915-02","144206888","Mepranoprofen arbamel","Cc1ccc2c(n1)Oc3ccc(cc3C2)C(C)C(=O)OCC(=O)N(C)C","164072"
"2351149847","NCGC00181914-01","144206889","Alloclamide","CCN(CC)CCNC(=O)c1ccc(cc1OCC=C)Cl","71837"
"2351149226","NCGC00182992-01","144206891","Fasoracetam","C1CCN(CC1)C(=O)[C@H]2CCC(=O)N2","198695"
"2351149275","NCGC00183000-01","144206892","Lanperisone hydrochloride","C[C@H](CN1CCCC1)C(=O)c2ccc(cc2)C(F)(F)F","198707"
"2351143013","NCGC00181780-01","144206942","5alpha-Androstan-3beta-ol","C[C@@]12CCC[C@H]1[C@@H]3CC[C@H]4C[C@H](CC[C@@]4([C@H]3CC2)C)O","92877"
"2351149430","NCGC00187584-01","144206961","FD&C yellow 5","c1cc(ccc1/N=N/c2c([nH]n(c2=O)c3ccc(cc3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]","5359657"
"2351149434","NCGC00185767-01","144207139","Spiramycin II","C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)OC(=O)C)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)O[C@@H]4CC[C@@H]([C@H](O4)C)N(C)C","5284620"
"2351149440","NCGC00185768-01","144207147","rac Benidipine hydrochloride","CC1=C([C@H](C(=C(N1)C)C(=O)O[C@@H]2CCCN(C2)Cc3ccccc3)c4cccc(c4)[N+](=O)[O-])C(=O)OC.Cl","656667"
"2351149597","NCGC00181794-01","144207154","Dimethyl(2-phenoxyethyl)-2-thenylammonium iodide","C[N+](C)(CCOc1ccccc1)Cc2cccs2.[I-]","57372628"
"2351143070","NCGC00189077-01","144207162","Methsuximide","CC1(CC(=O)N(C1=O)C)c2ccccc2","6476"
"2351143019","NCGC00185769-01","144207171","Stiripentol","CC(C)(C)C(/C=C/c1ccc2c(c1)OCO2)O","5311454"
"2351149428","NCGC00185770-01","144207173","Sucrose octasulfate, sodium salt","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COS(=O)[O-])OS(=O)[O-])OS(=O)[O-])COS(=O)[O-])OS(=O)[O-])OS(=O)[O-])OS(=O)[O-])OS(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]","60196368"
"2351245463","NCGC00022697-03","170464623","(-)-Scopolamine methyl bromide","C[N+]1([C@@H]2C[C@H](C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)c4ccccc4)C.[Br-]","5459110"
"2351143323","NCGC00015209-11","170464624","Cyclophosphamide","C1CNP(=O)(OC1)N(CCCl)CCCl.O","22420"
"2351149397","NCGC00015971-05","170464625","Succinylcholine chloride","C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-]","22475"
"2351149549","NCGC00093976-08","170464627","Idarubicin hydrochloride","C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5ccccc5C4=O)O)(C(=O)C)O)N)O.Cl","636362"
"2351245280","NCGC00271596-03","170464628","Exemestane","C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C","60198"
"2351155888","NCGC00021575-05","170464629","Fluorometholone","C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O","9878"
"2351245418","NCGC00021301-06","170464630","Fluocinolone acetonide","C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@@]53C)F)F)O","6215"
"2351149109","NCGC00021925-03","170464632","Prednisolone acetate","CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O","5834"
"2351143329","NCGC00016055-16","170464633","Trimethoprim","COc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N","5578"
"2351142903","NCGC00016261-08","170464634","Pyridoxine","Cc1c(c(c(cn1)CO)CO)O","1054"
"2351155861","NCGC00022848-17","170464635","Hydrocortisone","C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O","5754"
"2351156230","NCGC00016384-15","170464636","Sulfafurazole","Cc1c(noc1NS(=O)(=O)c2ccc(cc2)N)C","5344"
"2351143043","NCGC00186654-01","170464637","Sulfamethoxazole","Cc1cc(no1)NS(=O)(=O)c2ccc(cc2)N","5329"
"2351149455","NCGC00021123-03","170464638","Diatrizoic acid","CC(=O)Nc1c(c(c(c(c1I)NC(=O)C)I)C(=O)O)I.O.O","12598086"
"2351155896","NCGC00253597-01","170464639","Isosulfan blue","CCN(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3cc(ccc3S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+]","50108"
"2351156335","NCGC00015061-13","170464640","Aciclovir","c1nc2c(=O)[nH]c(nc2n1COCCO)N","2022"
"2351143229","NCGC00095304-05","170464641","Furazolidone","c1cc(oc1/C=N/N2CCOC2=O)[N+](=O)[O-]","5323714"
"2351149208","NCGC00021125-03","170464642","Diclofenac sodium","c1ccc(c(c1)CC(=O)[O-])Nc2c(cccc2Cl)Cl.[Na+]","5018304"
"2351156033","NCGC00024667-14","170464643","Methyldopa","C[C@](Cc1ccc(c(c1)O)O)(C(=O)O)N.C[C@](Cc1ccc(c(c1)O)O)(C(=O)O)N.O.O.O","38852"
"2351143216","NCGC00023654-13","170464644","Captopril","C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O","44093"
"2351245313","NCGC00016892-04","170464646","Iopamidol","C[C@@H](C(=O)Nc1c(c(c(c(c1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O","65492"
"2351142868","NCGC00186658-01","170464647","Dexpanthenol","CC(C)(CO)[C@H](C(=O)NCCCO)O","131204"
"2351156237","NCGC00015970-11","170464648","Sulindac","CC\1=C(c2cc(ccc2/C1=C\c3ccc(cc3)S(=O)C)F)CC(=O)O","1548887"
"2351155763","NCGC00015615-15","170464649","Lansoprazole","Cc1c(ccnc1CS(=O)c2[nH]c3ccccc3n2)OCC(F)(F)F","3883"
"2351156200","NCGC00091439-07","170464651","CIMETIDINE","Cc1c(nc[nH]1)CSCCN/C(=N/C#N)/NC","2756"
"2351155996","NCGC00021148-08","170464652","METOPROLOL TARTRATE","CC(C)NCC(COc1ccc(cc1)CCOC)O.CC(C)NCC(COc1ccc(cc1)CCOC)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O","441308"
"2351142916","NCGC00016285-05","170464653","Sulfanilamide","c1cc(ccc1N)S(=O)(=O)N","5333"
"2351245200","NCGC00159343-05","170464654","Tramadol hydrochloride","CN(C)C[C@H]1CCCC[C@@]1(c2cccc(c2)OC)O","33741"
"2351156024","NCGC00091861-07","170464655","Dacarbazine","CN(C)N=Nc1c([nH]cn1)C(=O)N","5281007"
"2351149444","NCGC00015822-15","170464656","Mepyramine maleate","CN(C)CCN(Cc1ccc(cc1)OC)c2ccccn2","4992"
